iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2012,3,9,Federally Administered Tribal Areas,Khar Kamar,32.964722,69.813889,"03/09/2012: Assailants ambushed a security convoy in the Khar Kamar area of the Federally Administered Tribal Areas, Pakistan. In the ensuing clash, nine attackers and seven soldiers were killed, while two people were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Armed Assault,Military,Pakistan Armed Forces,Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",16,2
2012,3,10,Federally Administered Tribal Areas,Khyber district,33.960767,71.077739,"03/10/2012: Assailants attacked a convoy of Pakistani soldiers in the Alam Godar area of Khyber Agency, Federally Administered Tribal Areas, Pakistan. In the ensuing clash, four soldiers and 40 attackers were killed. No group claimed responsibility for this attack.",Armed Assault,Military,Pakistan Armed Forces,Convoy,Pakistan,Unknown,Unknown Gun Type,44,7
2012,3,10,Balochistan,Dera Bugti,29.034935,69.158979,"03/10/2012: Gunmen shot and killed six members of a pro-government peace militia in Dera Bugti district, Balochistan province, Pakistan. No group claimed responsibility for this attack.",Armed Assault,Terrorists/Non-State Militia,Aman Lashkars,Militia Members,Pakistan,Unknown,Unknown Gun Type,6,0
2012,3,11,Khyber Pakhtunkhwa,Badaber,33.923611,71.561111,"03/11/2012: A suicide bomber detonated an explosive device at a funeral service in Badaber village, Khyber Pakhtunkhwa province, Pakistan. A spokesperson from Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that the intended target was Deputy Speaker of Khyber Pakhtunkhwa Assembly Khushdil Khan. Khan escaped the attack unhurt, but 18 other people were killed and 35 wounded.",Bombing/Explosion,Government (General),Provincial Assembly of Khyber Pakhtunkhwa,Deputy Speaker: Khushidil Khan,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),18,35
2012,3,14,Federally Administered Tribal Areas,Kotki,34.920942,71.623948,"03/14/2012: A remotely triggered explosive device targeted a civilian vehicle in the town of Kotki, Federally Administered Tribal Areas, Pakistan. The vehicle was parked near a meeting of tribal elders. Five people were killed and two wounded in the attack, for which Tehrik-i-Taliban Pakistan (TTP) claimed responsibility.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Tribal Elders,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,5,2
2012,3,14,Federally Administered Tribal Areas,Kotki,34.920942,71.623948,"03/14/2012: An explosive device detonated in Kotki town, Federally Administered Tribal Areas, Pakistan. The blast targeted members of an anti-Taliban militia who were traveling in a bus. Six of the militia members were killed, and three others were injured. No group claimed responsibility for this attack.",Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Militia Members,Pakistan,Unknown,Remote Trigger,6,3
2012,3,18,Federally Administered Tribal Areas,Miran Shah,32.999081,70.065163,"03/18/2012: Assailants attacked a military check post in Miran Shah town, Federally Administered Tribal Areas, Pakistan. One soldier was killed in the attack, and four assailants were killed when the soldiers returned fire. No group claimed responsibility for this incident.",Armed Assault,Military,Pakistan Armed Forces,Checkpoint,Pakistan,Unknown,Unknown Gun Type,5,0
2012,3,24,Federally Administered Tribal Areas,Khadizai,33.640689,70.775759,"03/24/2012: Assailants attacked the Johar security check post in Khadezai area, Federally Administered Tribal Areas, Pakistan. In the ensuing clash, three soldiers and 10 attackers were killed, and five people were wounded. No group claimed responsibility for this attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Military,Pakistan Armed Forces,Johar Security Checkpoint,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",13,5
2012,3,23,Federally Administered Tribal Areas,Sandapal,33.825361,70.847724,"03/23/2012: A suicide bomber targeted a mosque frequented by Lashkar-e-Islam (LI) in Sandapal area, Federally Administered Tribal Areas, Pakistan. Fourteen people were killed and an unknown number wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Religious Figures/Institutions,Unknown,Mosque,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),14,
2012,3,29,Balochistan,Quetta,30.209304,67.018137,"03/29/2012: Gunmen on motorcycles fired on a vehicle carrying Shiite civilians in Quetta city, Balochistan province, Pakistan. At least six of the vehicle's passengers were killed, and two were injured. A spokesperson for Jandullah claimed responsibility for the attack, stating that the victims were targeted because they were Shiites.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Jundallah (Pakistan),Automatic Weapon,6,2
2012,3,30,Federally Administered Tribal Areas,Khadizai,33.640689,70.775759,"03/30/2012: Assailants attacked a paramilitary checkpoint and killed two soldiers in Khadizai area, Federally Administered Tribal Areas, Pakistan. The soldiers retaliated with heavy weapons and artillery, killing at least 21 attackers. At least 11 people were injured. No group claimed responsibility for this attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Unknown,Military,Pakistan Armed Forces,Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),,23,11
2012,4,2,Federally Administered Tribal Areas,Bazai,34.567793,71.480221,"04/02/2012: Assailants attacked a Pakistani military post in Bazai district, Federally Administered Tribal Areas, Pakistan. Four soldiers and 13 assailants were killed in the attack, while five other people were wounded and seven soldiers were kidnapped. The outcome of the kidnapping is unknown. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Hostage Taking (Kidnapping),Military,Frontier Corps (FC),Checkpost,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Automatic Weapon,17,5
2012,4,3,Gilgit-Baltistan,Giglit,35.918057,74.289269,"04/03/2012: Assailants attacked civilians on six buses in Giglit area, Gilgit-Baltistan province, Pakistan. Nine civilians were killed, and the buses were set on fire. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Pilgrims,Pakistan,Unknown,Unknown Gun Type,9,0
2012,4,3,Gilgit-Baltistan,Giglit,35.918057,74.289269,"04/03/2012: Assailants threw a grenade and opened fire on an Ahle-Sunnat Wal Jamat rally in Gilgit area, Gilgit-Baltistan province, Pakistan. At least six people were killed and more than 50 others injured in the attack. No group claimed responsibility for this incident.",Armed Assault,Religious Figures/Institutions,Ahle Sunnat Wal Jamaat (ASWJ),Rally,Pakistan,Unknown,Grenade,6,51
2012,4,4,Khyber Pakhtunkhwa,Jamrud,34.00012,71.383252,"04/04/2012: An explosive device detonated near a civilian van in Jamrud town, Khyber Pakhtunkhwa province, Pakistan. Seven people were killed and two others wounded. No group claimed responsibility for this incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Unknown,Remote Trigger,7,2
2012,4,5,Sindh,Karachi,24.893056,67.195278,"04/05/2012: A suicide bomber in an explosives-laden car detonated near a Senior Superintendent of Police (SSP) at a market in Malir district, Sindh province, Pakistan. The SSP, Rao Anwar, was not wounded in the attack; however, five people, including police officers, were killed and 14 others injured. Tehrik-e-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that the senior police officer was targeted in retaliation for torture he had conducted on imprisoned members of the group.",Bombing/Explosion,Police,Pakistani Police,Convoy of Senior Official: Rao Anwar,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,5,14
2012,4,8,Federally Administered Tribal Areas,Khapiyanga,33.69013,70.356187,"04/08/2012: Twenty assailants attacked a Frontier Corps (FC) checkpost in Khapiyanga area, Lower Kurram province, Pakistan. Two soldiers and four assailants were killed in the attack. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Checkpost,Pakistan,Unknown,Automatic Weapon,6,0
2012,4,9,Balochistan,Quetta,30.209304,67.018137,"04/09/2012: Four assailants opened fire on Shiite Muslims at a shoe store in Quetta city, Balochistan province, Pakistan. Six civilians were killed and three others injured in the attack. Lashkar-e-Jhangvi claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Lashkar-e-Jhangvi,Automatic Weapon,6,3
2012,4,14,Balochistan,Quetta,30.209304,67.018137,"04/14/2012: Assailants opened fire on Shiite Muslims in a car on Brewery Road in Quetta city, Balochistan province, Pakistan. Six people were killed in the attack. This was part of a string of attacks on members of the Hazara community, three of which occurred in Quetta on this day. Lashkar-e-Jhangvi claimed responsibility for most of the incidents.",Armed Assault,Private Citizens & Property,Not Applicable,Shia Civilians,Pakistan,Lashkar-e-Jhangvi,Unknown Gun Type,6,0
2012,5,1,Balochistan,Quetta,30.209304,67.018137,"05/01/2012: An explosives-laden vehicle detonated targeting a Frontier Corps (FC) convoy in Quetta city, Balochistan province, Pakistan. Five people were killed and 10 injured in the blast, while four FC vehicles and four auto rickshaws were damaged. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Vehicle,5,10
2012,5,4,Federally Administered Tribal Areas,Khar,34.730041,71.521948,"05/04/2012: A suicide bomber exploded at a security checkpoint near a market in Khar town, Federally Administered Tribal Areas, Pakistan. At least 21 people, including the bomber, were killed and 40 injured in the blast; over a dozen shops were also damaged. Tehrik-i-Taliban Pakistan (TTP) stated that it carried out the attack in order to kill a local chief and deputy of a tribal police force.",Bombing/Explosion,Police,Pakistani Police,Checkpoint,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),21,40
2012,5,6,Federally Administered Tribal Areas,Miran Shah,32.999081,70.065163,"05/06/2012: Assailants attacked a Frontier Constabulary (FC) convoy with assault rifles and rocket-propelled grenades in Miranshah town, North Waziristan Agency, Federally Administered Tribal Areas, Pakistan. Nine soldiers and three attackers were killed in the attack, and nine soldiers were wounded. Two additional soldiers were then kidnapped and killed the next day. No group claimed responsibility for the attack; however, sources attributed it to Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Police,Frontier Constabulary (FC),Convoy,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Projectile (rockets, mortars, RPGs, etc.)",14,9
2012,5,14,Balochistan,Quetta,30.209304,67.018137,"05/14/2012: An explosives-laden vehicle detonated near two Frontier Corps (FC) vehicles in Quetta city, Balochistan province, Pakistan. Six people, including two paramilitary soldiers, were killed and 58 people injured in the blast; numerous vehicles and buildings were also damaged. The Baloch Republican Army (BRA) claimed responsibility for the attack.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Baloch Republican Army (BRA),Vehicle,6,58
2012,5,14,Khyber Pakhtunkhwa,Bara,33.917778,71.464444,"05/14/2012: Assailants attacked a security checkpost in Qambarabad area, Khyber Agency, Federally Administered Tribal Areas, Pakistan. Two soldiers were injured and eight assailants killed in the ensuing gunfire. Lashkar-e-Islam (Pakistan) claimed responsibility for the attack.",Armed Assault,Military,Frontier Corps (FC),Convoy,Pakistan,Lashkar-e-Islam (Pakistan),Unknown Gun Type,8,2
2012,5,22,Sindh,Karachi,24.893446,67.028349,"05/22/2012: Assailants threw grenades and opened fire on an Awami Tehrik political rally in Karachi city, Sindh province, Pakistan. Nine civilians were killed and 35 wounded in the assault. No group claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,Awami Tehreek Party,Rally,Pakistan,Unknown,Grenade,9,35
2012,5,25,Sindh,Qazi Ahmed,26.307306,68.098451,"05/25/2012: Five assailants opened fire on a passenger bus on the National Highway close to the Qazi Ahmed area of Nawabshah city, Shaheed Benazir Abad district, Sindh province, Pakistan. The five assailants boarded the bus and instructed all the Sindhi riders to vacate before opening fire on the remaining passengers. At least nine people were killed and another 30 injured in the assault. According to pamphlets found at the scene of the attack, the Sindhu Desh Liberation Army (SDLA) claimed responsibility for the incident, stating that they carried it out in retaliation for the killing of Muzaffar Bhutto, head of Jeay Sindh Muttahida Mahaz (JSMM).",Armed Assault,Private Citizens & Property,Not Applicable,Civilians,Pakistan,Sindhu Desh Liberation Army (SDLA),Unknown Gun Type,9,30
